"","treatment","cash","accts_amt","stroop_time","income_less20k","log_cash","log_accts_amt","log_stroop_time"
"1944","After Payday",50,150,7.57017364104589,0,3.91202300542815,5.01063529409626,2.02421600523726
"1945","Before Payday",250,6000,7.52862453460693,0,5.52146091786225,8.69951474821019,2.01871236039973
"1946","After Payday",300,2000,7.63596003254255,0,5.7037824746562,7.60090245954208,2.03286867176685
"1947","After Payday",37,2000,7.60794198513031,0,3.61091791264422,7.60090245954208,2.02919269970538
"1948","Before Payday",10,80,7.41320997476578,1,2.30258509299405,4.38202663467388,2.00326354048128
"1949","After Payday",200,35000,7.49309623241425,0,5.29831736654804,10.4631033404715,2.01398209427505
"1950","After Payday",78,969,7.6990246673425,0,4.35670882668959,6.87626461189077,2.04109365425785
"1951","Before Payday",40,5000,7.56049240628878,0,3.68887945411394,8.51719319141624,2.02293632117735
"1952","Before Payday",20,1500,7.80571650465329,0,2.99573227355399,7.3132203870903,2.05485635047828
"1953","Before Payday",100,20,7.70135828852654,1,4.60517018598809,2.99573227355399,2.04139671441014
"1954","Before Payday",100,5000,7.72525773445765,0,4.60517018598809,8.51719319141624,2.04449518591109
"1955","After Payday",0,2000,7.505293349425,0,0,7.60090245954208,2.01560855152007
"1956","After Payday",65,2000,7.60812784234683,0,4.17438726989564,7.60090245954208,2.02921712877526
"1957","Before Payday",0,NA,6.99313780168692,1,0,NA,1.94492935418851
"1958","Before Payday",30,2000,7.47606279452642,1,3.40119738166216,7.60090245954208,2.01170628903991
"1959","After Payday",100,800,7.97623747587204,0,4.60517018598809,6.68461172766793,2.07646680602173
"1960","Before Payday",150,40000,7.54988163709641,0,5.01063529409626,10.5966347330961,2.02153188593227
"1961","After Payday",200,20000,7.58421145876249,0,5.29831736654804,9.90348755253613,2.02606864678481
"1962","After Payday",300,2000,7.47656783461571,0,5.7037824746562,7.60090245954208,2.0117738410449
"1963","After Payday",35,2100,7.66493697961171,0,3.55534806148941,7.64969262371151,2.03665629045198
"1964","After Payday",700,185,7.61246790488561,1,6.5510803350434,5.22035582507832,2.02978741692015
"1965","After Payday",300,29000,7.46755897005399,0,5.7037824746562,10.2750511089686,2.01056816797069
"1966","Before Payday",30,3000,7.31690492232641,1,3.40119738166216,8.00636756765025,1.9901874137388
"1967","Before Payday",NA,NA,7.79348408182462,0,NA,NA,2.05328801045109
"1968","Before Payday",5,5000,7.45167689522107,1,1.6094379124341,8.51719319141624,2.00843909367013
"1969","After Payday",70,5200,7.36621521910032,0,4.24849524204936,8.55641390456952,1.99690403550268
"1970","After Payday",10,2,7.60710034767787,0,2.30258509299405,0.693147180559945,2.02908206741992
"1971","After Payday",100,10,7.66511291265488,1,4.60517018598809,2.30258509299405,2.03667924315525
"1972","After Payday",135,7000,7.64823833107948,1,4.90527477843843,8.85366542803745,2.0344753378001
"1973","After Payday",1500,29,7.41377978523572,0,7.3132203870903,3.36729582998647,2.00334040172951
"1974","After Payday",22,994,7.82132933537165,1,3.09104245335832,6.90173720665657,2.05685453184577
"1975","After Payday",150,NA,7.57004281878471,0,5.01063529409626,NA,2.02419872381179
"1976","After Payday",75,24000,7.63439141710599,0,4.31748811353631,10.0858091093301,2.03266322588078
"1977","After Payday",5,15,7.7529093225797,1,1.6094379124341,2.70805020110221,2.04806816938353
"1978","Before Payday",20,200,7.80392324924469,1,2.99573227355399,5.29831736654804,2.05462658791556
"1979","After Payday",100,1000,7.57932411630948,0,4.60517018598809,6.90775527898214,2.0254240289649
"1980","Before Payday",20,NA,7.80331961313883,1,2.99573227355399,NA,2.05454923458526
"1981","After Payday",3,18,7.59410841266314,1,1.09861228866811,2.89037175789616,2.02737273780241
"1982","After Payday",75,300,7.64903085430463,1,4.31748811353631,5.7037824746562,2.03457895410132
"1983","After Payday",100,500,7.74640533328056,0,4.60517018598809,6.21460809842219,2.04722890779999
"1984","After Payday",95,400,7.97457859913508,1,4.55387689160054,5.99146454710798,2.07625880704097
"1985","Before Payday",150,1000,7.38292066256205,0,5.01063529409626,6.90775527898214,1.99916931405722
"1986","After Payday",30,3500,7.69717424114545,0,3.40119738166216,8.1605182474775,2.04085327983596
"1987","Before Payday",10,2,7.55696129798889,0,2.30258509299405,0.693147180559945,2.02246916467955
"1988","Before Payday",80,160,7.3646900554498,1,4.38202663467388,5.07517381523383,1.99669696558708
"1989","After Payday",10,48,7.72070539991061,0,2.30258509299405,3.87120101090789,2.04390573290784
"1990","Before Payday",NA,NA,7.6026439567407,1,NA,NA,2.02849607583775
"1991","Before Payday",445,3060,7.32447942097982,0,6.09807428216624,8.02617019494643,1.99122208356941
"1992","After Payday",20,NA,7.37991176048915,0,2.99573227355399,NA,1.99876168196761
"1993","Before Payday",75,1500,7.77903528014819,0,4.31748811353631,7.3132203870903,2.05143233052071
"1994","Before Payday",50,750,7.75028454264005,0,3.91202300542815,6.62007320653036,2.04772955787063
"1995","After Payday",0,700,7.2512640953064,0,0,6.5510803350434,1.9811758116413
"1996","After Payday",15,100,6.39143163959185,1,2.70805020110221,4.60517018598809,1.85495828704998
"1997","Before Payday",NA,NA,7.6612938841184,0,NA,NA,2.03618088386384
"1998","Before Payday",0,400,7.53751131892204,0,0,5.99146454710798,2.01989206373338
"1999","After Payday",1500,2000,7.69875812530518,0,7.3132203870903,7.60090245954208,2.04105903342433
"2000","After Payday",65,1200,7.49006822705269,0,4.17438726989564,7.09007683577609,2.01357790657345
"2001","After Payday",4,400,7.42027549942334,0,1.38629436111989,5.99146454710798,2.00421618579235
"2002","Before Payday",20,500,7.51036290327708,1,2.99573227355399,6.21460809842219,2.01628378728192
"2003","After Payday",40,1600,7.47386685013771,0,3.68887945411394,7.37775890822787,2.01141251583071
"2004","Before Payday",4,1800,8.05195623636246,0,1.38629436111989,7.49554194388426,2.0859150726364
"2005","Before Payday",0,0,7.54388476411502,0,0,0,2.02073727004416
"2006","After Payday",2,3000,7.3371383746465,1,0.693147180559945,8.00636756765025,1.99294889939407
"2007","Before Payday",17,85,7.56448438763618,0,2.83321334405622,4.44265125649032,2.02346418730164
"2008","After Payday",20,2000,7.81064260999362,0,2.99573227355399,7.60090245954208,2.05548724087566
"2009","Before Payday",80,500,7.45217714707057,0,4.38202663467388,6.21460809842219,2.0085062242054
"2010","Before Payday",237,1300,7.66122804085414,1,5.46806014113513,7.17011954344963,2.0361722895522
"2011","Before Payday",400,60000,7.5208499332269,0,5.99146454710798,11.0020998412042,2.01767915461062
"2012","After Payday",1270,50,7.36910183231036,0,7.14677217945264,3.91202300542815,1.99729583070286
"2013","After Payday",143,50000,7.77186146378517,0,4.96284463025991,10.8197782844103,2.05050970631582
"2014","After Payday",200,300,7.35144696633021,1,5.29831736654804,5.7037824746562,1.99489716001652
"2015","After Payday",5,1500,7.39592449863752,0,1.6094379124341,7.3132203870903,2.00092910506789
"2016","Before Payday",40,NA,7.72572826345762,0,3.68887945411394,NA,2.04455609192708
"2017","After Payday",800,46000,7.70427203178406,0,6.68461172766793,10.7363966754712,2.04177498433245
"2018","Before Payday",47,10000,6.02953332165877,0,3.85014760171006,9.21034037197618,1.79666961498438
"2019","After Payday",250,5000,7.59901514649391,0,5.52146091786225,8.51719319141624,2.02801865290765
"2020","Before Payday",85,18000,7.66474131743113,0,4.44265125649032,9.7981270368783,2.03663076321301
"2021","Before Payday",420,89000,7.41699749231339,0,6.04025471127741,11.3963916487143,2.00377432465451
"2022","Before Payday",55,1000,7.42320244510968,0,4.00733318523247,6.90775527898214,2.00461056044433
"2023","Before Payday",300,65000,7.93548805514971,0,5.7037824746562,11.0821425488778,2.07134485872204
"2024","After Payday",NA,NA,7.83519755800565,1,NA,NA,2.05862609029618
"2025","Before Payday",65,2500,7.55660422643026,0,4.17438726989564,7.82404601085629,2.02242191288339
"2026","Before Payday",150,7000,7.57635909318924,0,5.01063529409626,8.85366542803745,2.02503275354471
"2027","After Payday",10,1,7.32828908165296,1,2.30258509299405,0,1.99174207550927
"2028","After Payday",300,400,7.58430108428001,0,5.7037824746562,5.99146454710798,2.02608046409614
"2029","Before Payday",28,265,7.50242257118225,1,3.3322045101752,5.57972982598622,2.0152259778769
"2030","Before Payday",20,500,7.80239573121071,1,2.99573227355399,6.21460809842219,2.05443083156318
"2031","After Payday",40,100,7.45152616500854,0,3.68887945411394,4.60517018598809,2.00841886577524
"2032","After Payday",25,15000,7.49678904811541,0,3.2188758248682,9.61580548008435,2.01447480195182
"2033","After Payday",100,5000,7.57547466953595,0,4.60517018598809,8.51719319141624,2.02491601207722
"2034","After Payday",20,8000,7.49878850579262,1,2.99573227355399,8.98719682066197,2.01474147493349
"2035","After Payday",30,50,7.68667761484782,1,3.40119738166216,3.91202300542815,2.03948865047983
"2036","Before Payday",400,10000,7.56226241588593,0,5.99146454710798,9.21034037197618,2.02317040678227
"2037","After Payday",0,0,7.75597763061523,1,0,0,2.0484638532369
"2038","After Payday",40,3000,7.2290853758653,0,3.68887945411394,8.00636756765025,1.97811252413867
"2039","Before Payday",0,6000,7.52827785412471,0,0,8.69951474821019,2.0186663110234
"2040","Before Payday",1,1,8.50412686665853,1,0,0,2.14055155939715
"2041","Before Payday",40,NA,7.97999036312103,0,3.68887945411394,NA,2.07693720383204
"2042","Before Payday",45,9000,7.6804535984993,0,3.80666248977032,9.10497985631836,2.03867860772007
"2043","Before Payday",60,1500,7.56008605162303,0,4.0943445622221,7.3132203870903,2.02288257261648
"2044","After Payday",200,250,7.71326709787051,0,5.29831736654804,5.52146091786225,2.0429418459219
"2045","Before Payday",500,1500,7.55599668622017,0,6.21460809842219,7.3132203870903,2.02234151107646
"2046","After Payday",250,60000,7.59806788961093,0,5.52146091786225,11.0020998412042,2.02789398992043
"2047","Before Payday",15,100,7.48344345887502,0,2.70805020110221,4.60517018598809,2.01269304151989
"2048","After Payday",400,20000,7.49160199364026,1,5.99146454710798,9.90348755253613,2.01378265899028
"2049","After Payday",150,7000,7.89739851156871,0,5.01063529409626,8.85366542803745,2.06653340290798
"2050","After Payday",NA,NA,7.72749503453573,0,NA,NA,2.04478475245333
"2051","After Payday",20,75,7.65766860047976,1,2.99573227355399,4.31748811353631,2.03570757717483
"2052","After Payday",40,3000,7.73580387234688,1,3.68887945411394,8.00636756765025,2.04585940523743
"2053","Before Payday",15,1000,7.12232879797618,0,2.70805020110221,6.90775527898214,1.96323475031286
"2054","Before Payday",22,120,7.34418335556984,0,3.09104245335832,4.78749174278205,1.99390861972355
"2055","After Payday",350,10000,7.46615861852964,0,5.85793315448346,9.21034037197618,2.0103806257167
"2056","After Payday",300,0,7.59627120693525,0,5.7037824746562,0,2.02765749622726
"2057","After Payday",100,2500,7.79154242078463,1,4.60517018598809,7.82404601085629,2.05303884038395
"2058","Before Payday",15,300,7.54672705133756,0,2.70805020110221,5.7037824746562,2.02111396613719
"2059","After Payday",7,1400,7.74382236599922,1,1.94591014905531,7.24422751560335,2.0468954114363
"2060","After Payday",NA,NA,7.81514623761177,1,NA,NA,2.05606367612469
"2061","After Payday",300,NA,7.7563421924909,1,5.7037824746562,NA,2.04851085611976
"2062","After Payday",80,2000,7.39383577793202,0,4.38202663467388,7.60090245954208,2.00064665008819
"2063","After Payday",0,10,7.60917340715726,1,0,2.30258509299405,2.02935454667807
"2064","After Payday",3500,12000,7.26274316509565,0,8.1605182474775,9.39266192877014,1.98275760390263
"2065","Before Payday",250,10000,7.59335160255432,0,5.52146091786225,9.21034037197618,2.02727307530339
"2066","After Payday",200,6800,7.64027368028959,0,5.29831736654804,8.8246778911642,2.03343342456427
"2067","Before Payday",30,300,7.55199600259463,0,3.40119738166216,5.7037824746562,2.02181189952561
"2068","After Payday",230,2000,7.71953070163727,0,5.4380793089232,7.60090245954208,2.04375357224554
"2069","Before Payday",10,35,8.07557849089305,1,2.30258509299405,3.55534806148941,2.08884450628179
"2070","Before Payday",600,5200,7.49435699979464,1,6.39692965521615,8.55641390456952,2.01415033731992
"2071","After Payday",1000,30000,7.66225391626358,0,6.90775527898214,10.3089526606443,2.03630618541397
"2072","After Payday",24,1700,7.79230763514837,0,3.17805383034795,7.43838353004431,2.05313704645775
"2073","After Payday",200,1200,7.58384589850903,0,5.29831736654804,7.09007683577609,2.02602044545686
"2074","Before Payday",1,30,7.82892125844955,1,0,3.40119738166216,2.05782473019855
"2075","After Payday",105,32000,7.77084724108378,0,4.65396035015752,10.3734911817819,2.05037919847165
"2076","Before Payday",5,10,7.72369327147802,0,1.6094379124341,2.30258509299405,2.04429265267963
"2077","After Payday",20,521,6.81508484979471,1,2.99573227355399,6.25575004175337,1.91913851551776
"2078","After Payday",40,11000,7.82596725225449,1,3.68887945411394,9.30565055178051,2.05744733929882
"2079","After Payday",50,10000,7.56980992356936,1,3.91202300542815,9.21034037197618,2.0241679579623
"2080","After Payday",300,10000,6.59035594264666,0,5.7037824746562,9.21034037197618,1.88560735959701
"2081","After Payday",200,1500,7.53838074207306,0,5.29831736654804,7.3132203870903,2.02000740326333
"2082","Before Payday",31,2386,7.5130028128624,1,3.43398720448515,7.77737360265786,2.01663522778631
"2083","Before Payday",800,80000,7.83622684884579,0,6.68461172766793,11.289781913656,2.05875744923521
"2084","Before Payday",200,30000,7.4437226553758,0,5.29831736654804,10.3089526606443,2.00737108061357
"2085","After Payday",40,6000,7.51134017109871,0,3.68887945411394,8.69951474821019,2.0164139013999
"2086","After Payday",27,1700,7.68376844127973,1,3.29583686600433,7.43838353004431,2.03911010927261
"2087","After Payday",0,500,7.18102505803108,0,0,6.21460809842219,1.97144213861256
"2088","After Payday",35,5000,7.63490571578344,0,3.55534806148941,8.51719319141624,2.03273058964653
"2089","Before Payday",35,600,7.6911519865195,1,3.55534806148941,6.39692965521615,2.04007057548667
"2090","Before Payday",200,40000,7.36604153116544,0,5.29831736654804,10.5966347330961,1.99688045623199
"2091","After Payday",10,NA,7.68694722652435,1,2.30258509299405,NA,2.03952372505454
"2092","After Payday",95,3304,7.7657489379247,0,4.55387689160054,8.10288913464087,2.04972290242284
"2093","After Payday",150,9000,6.20158492028713,0,5.01063529409626,9.10497985631836,1.82480489168705
"2094","After Payday",75,2000,7.55323177576065,1,4.31748811353631,7.60090245954208,2.02197552144339
"2095","Before Payday",150,7000,7.90450175603231,0,5.01063529409626,8.85366542803745,2.06743243971011
"2096","After Payday",400,10000,7.59926618138949,1,5.99146454710798,9.21034037197618,2.02805168755021
"2097","After Payday",100,3000,7.4765602350235,0,4.60517018598809,8.00636756765025,2.01177282458973
"2098","Before Payday",40,100,7.38607992728551,1,3.68887945411394,4.60517018598809,1.99959713782938
"2099","Before Payday",60,200,7.58313977718353,0,4.0943445622221,5.29831736654804,2.02592733251522
"2100","After Payday",25,40000,7.55612849195798,0,3.2188758248682,10.5966347330961,2.02235895478292
"2101","After Payday",100,45000,7.60577309131622,0,4.60517018598809,10.7144177687525,2.02890757620755
"2102","After Payday",1,7500,7.32269715269407,0,0,8.9226582995244,1.99097872359002
"2103","Before Payday",15,1500,7.26102177302043,0,2.70805020110221,7.3132203870903,1.98252055901921
"2104","After Payday",300,7000,7.68340785304705,0,5.7037824746562,8.85366542803745,2.03906317960565
"2105","After Payday",0,0,7.71350899338722,0,0,0,2.04297320639738
"2106","After Payday",60,9000,7.45989688237508,0,4.0943445622221,9.10497985631836,2.00954159138221
"2107","After Payday",NA,NA,8.05709001865793,1,NA,NA,2.08655245145921
"2108","Before Payday",150,10000,7.40898775060972,0,5.01063529409626,9.21034037197618,2.00269382412093
"2109","Before Payday",NA,NA,6.17144501209259,0,NA,NA,1.81993301018769
"2110","Before Payday",400,12000,7.88076152404149,1,5.99146454710798,9.39266192877014,2.06442453930722
"2111","Before Payday",40,3700,7.51471485694249,1,3.68887945411394,8.21608809863232,2.01686307929712
"2112","Before Payday",40,500,7.53028641144435,0,3.68887945411394,6.21460809842219,2.01893307713684
"2113","After Payday",200,200,7.50949839750926,0,5.29831736654804,5.29831736654804,2.01616867226834
"2114","After Payday",500,1,8.25721881786982,1,6.21460809842219,0,2.1110878259767
"2115","Before Payday",500,1000,7.49118804931641,1,6.21460809842219,6.90775527898214,2.01372740301689
"2116","Before Payday",30,11000,7.48787852128347,0,3.40119738166216,9.30565055178051,2.0132855159245
"2117","Before Payday",1,21,7.59948349992434,1,0,3.04452243772342,2.02808028444659
"2118","After Payday",55,3000,7.54479629794757,1,4.00733318523247,8.00636756765025,2.0208580935714
"2119","After Payday",25,25000,7.36540804306666,0,3.2188758248682,10.1266311038503,1.99679445137606
"2120","Before Payday",15,1000,7.75268016258876,0,2.70805020110221,6.90775527898214,2.04803861101154
"2121","After Payday",40,525,7.38270550966263,0,3.68887945411394,6.26339826259162,1.99914017165623
"2122","After Payday",NA,NA,7.1736459483703,1,NA,NA,1.97041402583903
"2123","After Payday",65,1443,7.39369709293048,0,4.17438726989564,7.27447955877387,2.00062789307135
"2124","After Payday",3000,5500,7.48079840342204,0,8.00636756765025,8.61250337122056,2.01233952471565
"2125","Before Payday",100,200,7.44084806243579,1,4.60517018598809,5.29831736654804,2.00698482923552
"2126","After Payday",180,6500,7.84649516145388,0,5.19295685089021,8.77955745588373,2.06006695584621
"2127","Before Payday",40,1500,7.87790258725484,0,3.68887945411394,7.3132203870903,2.0640616993104
"2128","Before Payday",23,5000,7.39026967684428,0,3.13549421592915,8.51719319141624,2.00016422642477
"2129","Before Payday",203,4500,7.60553378860156,1,5.31320597904179,8.41183267575841,2.02887611241334
"2130","After Payday",22,18350,7.84277375539144,0,3.09104245335832,9.81738485348272,2.05959256712205
"2131","After Payday",120,18000,7.53420767188072,0,4.78749174278205,9.7981270368783,2.01945367351442
"2132","After Payday",1100,6000,7.67972807089488,0,7.00306545878646,8.69951474821019,2.03858413909716
"2133","Before Payday",15,142,7.73275663455327,1,2.70805020110221,4.95582705760126,2.04546541410533
"2134","Before Payday",30,30,7.19131953517596,1,3.40119738166216,3.40119738166216,1.97287467856297
"2135","After Payday",50,500,7.57871221502622,1,3.91202300542815,6.21460809842219,2.02534329274417
"2136","Before Payday",2,240,7.61031766732534,0,0.693147180559945,5.48063892334199,2.02950491440911
"2137","After Payday",300,30000,7.89185463388761,0,5.7037824746562,10.3089526606443,2.06583116856443
"2138","Before Payday",200,500,7.65507676204046,0,5.29831736654804,6.21460809842219,2.03536905675897
"2139","Before Payday",25,50,7.77071275313695,1,3.2188758248682,3.91202300542815,2.05036189159294
"2140","After Payday",NA,NA,7.91573462883631,0,NA,NA,2.06885250378733
"2141","Before Payday",NA,NA,7.5998981098334,1,NA,NA,2.02813484060155
"2142","Before Payday",NA,NA,7.63744405905406,0,NA,NA,2.03306299996078
"2143","After Payday",65,6200,7.2918084859848,1,4.17438726989564,8.73230457103318,1.98675159289292
"2144","Before Payday",20,400,7.68121299147606,1,2.99573227355399,5.99146454710798,2.03877747628656
"2145","After Payday",10,0,7.53660873572032,1,2.30258509299405,0,2.01977231104472
"2146","Before Payday",25,2000,7.76808641354243,0,3.2188758248682,7.60090245954208,2.05002385522458
"2147","Before Payday",30,900,7.65081062912941,1,3.40119738166216,6.80239476332431,2.03481160681667
"2148","After Payday",100,1000,7.83963320652644,0,4.60517018598809,6.90775527898214,2.05919204838604
"2149","Before Payday",200,350,7.44872228304545,1,5.29831736654804,5.85793315448346,2.00804251205121
"2150","After Payday",50,500,7.84155903259913,0,3.91202300542815,6.21460809842219,2.05943767079191
"2151","After Payday",300,1600,7.49037772417068,0,5.7037824746562,7.37775890822787,2.01361922672093
"2152","Before Payday",236,345,7.33641747633616,0,5.46383180502561,5.84354441703136,1.99285064123248
"2153","After Payday",10,2000,7.65437726179759,1,2.30258509299405,7.60090245954208,2.0352776752842
"2154","Before Payday",250,5000,7.51218580206235,0,5.52146091786225,8.51719319141624,2.01652647563394
"2155","Before Payday",20,25000,7.76182495554288,0,2.99573227355399,10.1266311038503,2.04921748122926
"2156","Before Payday",100,1651,6.78335464994113,1,4.60517018598809,7.40913644392013,1.91447176571302
"2157","After Payday",80,5000,7.54189749558767,0,4.38202663467388,8.51719319141624,2.02047380759924
"2158","Before Payday",75,1386,7.75237739086151,1,4.31748811353631,7.23417717974985,2.04799955643516
"2159","After Payday",2500,10000,7.59380063414574,0,7.82404601085629,9.21034037197618,2.02733220838964
"2160","After Payday",50,20000,7.44369138280551,0,3.91202300542815,9.90348755253613,2.00736687940439
"2161","After Payday",50,50000,7.55613415439924,0,3.91202300542815,10.8197782844103,2.02235970416657
"2162","Before Payday",200,50000,7.60392750302951,0,5.29831736654804,10.8197782844103,2.02866489052359
"2163","Before Payday",20,100,7.51363773147265,0,2.99573227355399,4.60517018598809,2.01671973351582
"2164","Before Payday",60,4000,7.64499805370967,0,4.0943445622221,8.29404964010203,2.03405158479756
"2165","After Payday",3,1,7.44968687494596,0,1.09861228866811,0,2.00817200129958
"2166","After Payday",10,NA,7.545811911424,1,2.30258509299405,NA,2.02099269563168
"2167","After Payday",2,2500,7.57684238751729,0,0.693147180559945,7.82404601085629,2.0250965412966
"2168","Before Payday",7,275,7.71668168902397,0,1.94591014905531,5.61677109766657,2.04338443860401
"2169","Before Payday",40,850,7.3427034219106,0,3.68887945411394,6.74523634948436,1.99370708842741
"2170","After Payday",300,8500,7.80606134732564,0,5.7037824746562,9.04782144247841,2.05490052772391
"2171","After Payday",40,100,7.46764932076136,0,3.68887945411394,4.60517018598809,2.01058026699276
"2172","Before Payday",100,1,8.51719284057617,1,4.60517018598809,0,2.14208680774554
"2173","Before Payday",26,26,7.4883334338665,1,3.25809653802148,3.25809653802148,2.01334626727932
"2174","After Payday",25,39,7.58942611018817,1,3.2188758248682,3.66356164612965,2.02675597724295
"2175","Before Payday",10,15,7.71079039573669,1,2.30258509299405,2.70805020110221,2.04262069798062
"2176","After Payday",300,60000,7.64091669519742,0,5.7037824746562,11.0020998412042,2.03351758226304
"2177","After Payday",200,950,7.40986528992653,0,5.29831736654804,6.85646198459459,2.00281225964565
"2178","After Payday",100,1450,7.85124418139458,0,4.60517018598809,7.27931883541462,2.06067201368057
"2179","Before Payday",50,45000,7.69370384017626,1,3.91202300542815,10.7144177687525,2.04040231128048
"2180","After Payday",40,500,7.43802277247111,1,3.68887945411394,6.21460809842219,2.00660505713722
"2181","After Payday",50,100,7.43790156642596,1,3.91202300542815,4.60517018598809,2.00658876153872
"2182","Before Payday",10,150,7.74547786513964,0,2.30258509299405,5.01063529409626,2.04710917178983
"2183","Before Payday",100,4000,7.64087914427121,0,4.60517018598809,8.29404964010203,2.03351266779793
"2184","Before Payday",25,4500,7.68118631839752,0,3.2188758248682,8.41183267575841,2.03877400377189
"2185","After Payday",20,500,7.63044047355652,1,2.99573227355399,6.21460809842219,2.03214557279871
"2186","After Payday",500,10000,7.68148698409398,0,6.21460809842219,9.21034037197618,2.03881314613866
"2187","After Payday",NA,NA,7.64204278588295,0,NA,NA,2.03366494778985
"2188","After Payday",100,NA,7.12574390570323,1,4.60517018598809,NA,1.96371412852259
"2189","After Payday",300,800,7.91773889462153,1,5.7037824746562,6.68461172766793,2.06910567196208
"2190","After Payday",250,87000,7.50042356053988,1,5.52146091786225,11.3736633976367,2.01495949368628
"2191","Before Payday",35,NA,7.81321461002032,1,3.55534806148941,NA,2.05581648096199
"2192","After Payday",5,NA,7.57409251729647,1,1.6094379124341,NA,2.02473354452204
"2193","Before Payday",30,50,6.11255034804344,1,3.40119738166216,3.91202300542815,1.81034409166579
"2194","After Payday",200,800,7.39980381727219,1,5.29831736654804,6.68461172766793,2.00145348867926
"2195","Before Payday",33,25000,7.63571908076604,1,3.49650756146648,10.1266311038503,2.03283711639239
"2196","Before Payday",0,NA,7.44623643159866,1,0,NA,2.00770872777997
"2197","After Payday",80,5000,7.70541590452194,0,4.38202663467388,8.51719319141624,2.04192344583858
"2198","After Payday",420,21980,7.72538845737775,0,6.04025471127741,9.99788822795761,2.04451210726422
"2199","After Payday",27,364,7.51320176323255,0,3.29583686600433,5.89715386763674,2.01666170824173
"2200","Before Payday",8,240,7.63676980137825,0,2.07944154167984,5.48063892334199,2.03297471290622
"2201","Before Payday",8,15,7.59382035334905,0,2.07944154167984,2.70805020110221,2.02733480513646
"2202","Before Payday",30,2000,7.61140651504199,1,3.40119738166216,7.60090245954208,2.02964797937408
"2203","Before Payday",NA,NA,7.84140895803769,0,NA,NA,2.0594185322511
"2204","Before Payday",120,300,7.61756080389023,0,4.78749174278205,5.7037824746562,2.03045621397783
"2205","After Payday",15,980,7.5997985402743,1,2.70805020110221,6.88755257166462,2.0281217390823
"2206","After Payday",0,1,7.75341608126958,1,0,0,2.04813353092817
"2207","After Payday",200,600,7.71207674344381,1,5.29831736654804,6.39692965521615,2.04278750843143
"2208","After Payday",200,5000,7.63559818267822,0,5.29831736654804,8.51719319141624,2.03282128303817
"2209","After Payday",30,1000,7.43758700291316,1,3.40119738166216,6.90775527898214,2.00654646867401
"2210","After Payday",10,100,7.92172530293465,0,2.30258509299405,4.60517018598809,2.069609023382
"2211","Before Payday",13,123,7.2827828725179,1,2.56494935746154,4.81218435537242,1.98551305187332
"2212","Before Payday",144,650,7.70127425591151,1,4.969813299576,6.47697236288968,2.04138580294876
"2213","Before Payday",14,NA,6.62133518509243,1,2.63905732961526,NA,1.89029703920331
"2214","After Payday",35,2000,7.6461380024751,1,3.55534806148941,7.60090245954208,2.03420068408794
"2215","After Payday",40,200,7.72748350103696,0,3.68887945411394,5.29831736654804,2.04478325992473
"2216","Before Payday",30,500,7.84310719370842,0,3.40119738166216,6.21460809842219,2.05963508157413
"2217","Before Payday",25,NA,7.28043063481649,0,3.2188758248682,NA,1.98519001359325
"2218","After Payday",NA,NA,7.37622926632563,1,NA,NA,1.99826256851603
"2219","After Payday",100,5000,7.62254828214645,1,4.60517018598809,8.51719319141624,2.03111073402177
"2220","After Payday",NA,NA,7.38757038116455,1,NA,NA,1.99979890974803
"2221","After Payday",0,NA,7.62263387441635,1,0,NA,2.03112196278493
"2222","After Payday",2,748,7.64161677161853,1,0.693147180559945,6.61740297797448,2.03360920011202
"2223","After Payday",200,12000,7.39700311422348,0,5.29831736654804,9.39266192877014,2.00107493361733
"2224","After Payday",100,6000,7.70234861969948,0,4.60517018598809,8.69951474821019,2.04152529789724
"2225","After Payday",5,800,7.64804880817731,0,1.6094379124341,6.68461172766793,2.03445055755108
"2226","After Payday",500,10000,7.8732569317023,0,6.21460809842219,9.21034037197618,2.06347181820588
"2227","Before Payday",330,700,7.76837461193403,1,5.79909265446053,6.5510803350434,2.05006095484349
"2228","Before Payday",40,1000,7.48950256903966,0,3.68887945411394,6.90775527898214,2.01350238264543
"2229","After Payday",180,1000,7.482670545578,0,5.19295685089021,6.90775527898214,2.01258975307809
"2230","Before Payday",NA,NA,7.38374178608259,0,NA,NA,1.99928052720701
"2231","After Payday",60,1000,7.48307696978251,0,4.0943445622221,6.90775527898214,2.01264406699782
"2232","After Payday",NA,NA,7.40882337093353,1,NA,NA,2.00267163735193
"2233","After Payday",30,8000,7.67391872406006,0,3.40119738166216,8.98719682066197,2.03782740068971
"2234","Before Payday",200,1500,7.67924312750498,0,5.29831736654804,7.3132203870903,2.03852099119698
"2235","Before Payday",100,13000,7.26897306243579,0,4.60517018598809,9.47270463644367,1.98361502468132
"2236","After Payday",30,3000,7.35020977258682,0,3.40119738166216,8.00636756765025,1.99472885330548
"2237","After Payday",30,369,7.99454118808111,0,3.40119738166216,5.91079664404053,2.07875895728224
"2238","Before Payday",700,35000,7.8877584139506,0,6.5510803350434,10.4631033404715,2.06531198979666
"2239","After Payday",150,78,6.48573801914851,1,5.01063529409626,4.35670882668959,1.86960561532537
"2240","After Payday",80,40000,7.61782803138097,0,4.38202663467388,10.5966347330961,2.03049129381645
"2241","Before Payday",5,150,7.38186159729958,0,1.6094379124341,5.01063529409626,1.99902585575954
