"","year","unitid","sex","ftpt","number_applied","number_admitted","number_enrolled","student_faculty_ratio","institution_level","subcohort","class_level","fed_aid_type","adj_cohort","completers_150pct","completion_rate_150pct","pell_adj_cohort","pell_6yr","total_adj_cohort","total_6yr"
"13228",2015,460923,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",211,74,0,211,74,236,86
"13229",2015,460932,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",31,23,0,31,23,64,56
"13230",2015,460969,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",131,114,0,131,114,165,147
"13231",2015,460978,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",85,65,0,85,65,128,87
"13232",2015,460987,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",8,7,0,8,7,54,45
"13233",2015,460996,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",14,8,0,14,8,25,16
"13234",2015,461014,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",105,42,0,105,42,160,44
"13235",2015,461023,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",112,41,0,112,41,175,75
"13236",2015,461111,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",8,8,1,8,8,10,10
"13237",2015,461148,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",0,0,NA,0,0,1010,981
"13238",2015,461157,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",1,1,1,1,1,19,17
"13239",2015,461175,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",33,18,0,33,18,146,101
"13240",2015,461193,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",47,34,0,47,34,96,71
"13241",2015,461218,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",33,19,0,33,19,36,20
"13242",2015,461227,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",41,15,0,41,15,48,15
"13243",2015,461245,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",31,31,1,31,31,63,35
"13244",2015,461254,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",17,17,1,17,17,22,21
"13245",2015,461263,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",21,20,0,21,20,24,23
"13246",2015,461272,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",4,3,0,4,3,5,4
"13247",2015,461290,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",9,6,0,9,6,13,10
"13248",2015,461306,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",3,3,1,3,3,18,3
"13249",2015,461315,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",17,1,0,17,1,21,1
"13250",2015,461342,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",5,4,0,5,4,10,8
"13251",2015,461351,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",47,47,1,47,47,54,54
"13252",2015,461360,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",10,10,1,10,10,18,10
"13253",2015,461388,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",44,14,0,44,14,62,23
"13254",2015,461421,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",25,15,0,25,15,41,27
"13255",2015,461449,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",59,51,0,59,51,63,54
"13256",2015,461494,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",31,18,0,31,18,40,23
"13257",2015,461500,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",6,6,1,6,6,8,6
"13258",2015,461528,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",2,2,1,2,2,9,5
"13259",2015,461537,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",10,7,0,10,7,10,7
"13260",2015,461546,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",4,1,0,4,1,7,1
"13261",2015,461564,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",15,2,0,15,2,17,2
"13262",2015,461573,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",74,43,0,74,43,81,50
"13263",2015,461582,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",11,11,1,11,11,15,15
"13264",2015,461591,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",20,13,0,20,13,38,24
"13265",2015,461607,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",20,20,1,20,20,34,21
"13266",2015,461625,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",26,15,0,26,15,26,15
"13267",2015,461652,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",7,7,1,7,7,9,8
"13268",2015,461689,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",229,164,0,229,164,315,223
"13269",2015,461698,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",66,39,0,66,39,79,48
"13270",2015,461704,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",93,60,0,93,60,118,77
"13271",2015,461713,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",2,2,1,2,2,4,3
"13272",2015,461722,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",5,2,0,5,2,22,6
"13273",2015,461731,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",1,0,0,1,0,17,10
"13274",2015,461740,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",22,14,0,22,14,25,15
"13275",2015,461768,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",40,40,1,40,40,52,51
"13276",2015,461786,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",9,9,1,9,9,19,14
"13277",2015,461795,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",0,0,NA,0,0,2,2
"13278",2015,461801,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",7,2,0,7,2,8,2
"13279",2015,461810,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",82,82,1,82,82,86,82
"13280",2015,461829,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",85,85,1,85,85,138,126
"13281",2015,461838,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",30,29,0,30,29,68,53
"13282",2015,461856,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",295,221,0,295,221,365,269
"13283",2015,461865,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",112,45,0,112,45,186,55
"13284",2015,461874,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",16,12,0,16,12,20,16
"13285",2015,461883,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",0,0,NA,0,0,2,0
"13286",2015,461892,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",60,56,0,60,56,66,56
"13287",2015,461908,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",16,16,1,16,16,37,19
"13288",2015,461917,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",29,13,0,29,13,67,39
"13289",2015,461926,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",14,8,0,14,8,20,13
"13290",2015,461935,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",32,23,0,32,23,32,23
"13291",2015,461944,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",47,27,0,47,27,62,41
"13292",2015,461953,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",5,4,0,5,4,14,9
"13293",2015,461962,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",232,203,0,232,203,371,293
"13294",2015,461980,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",18,16,0,18,16,31,25
"13295",2015,461999,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",15,7,0,15,7,20,9
"13296",2015,462008,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",59,43,0,59,43,83,62
"13297",2015,462017,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",22,16,0,22,16,27,20
"13298",2015,462026,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",12,12,1,12,12,15,12
"13299",2015,462035,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",72,72,1,72,72,140,122
"13300",2015,462053,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",70,39,0,70,39,113,78
"13301",2015,462062,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",19,15,0,19,15,32,28
"13302",2015,462071,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",42,22,0,42,22,64,38
"13303",2015,462309,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",13,11,0,13,11,20,18
"13304",2015,462318,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",15,7,0,15,7,38,25
"13305",2015,462327,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",22,11,0,22,11,38,22
"13306",2015,462336,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",23,19,0,23,19,30,25
"13307",2015,462345,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",16,10,0,16,10,22,16
"13308",2015,462354,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",0,0,NA,0,0,27,17
"13309",2015,465812,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",81,28,0,81,28,165,61
"13310",2015,466514,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",10,3,0,10,3,11,4
"13311",2015,466523,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",29,11,0,29,11,36,13
"13312",2015,466921,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",4,1,0,4,1,12,4
"13313",2015,467094,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",31,26,0,31,26,43,35
"13314",2015,467368,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",77,34,0,77,34,102,51
"13315",2015,467784,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",527,284,0,527,284,624,340
"13316",2015,467863,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",26,18,0,26,18,43,31
"13317",2015,467872,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",35,30,0,35,30,53,43
"13318",2015,467906,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",18,10,0,18,10,23,12
"13319",2015,468015,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",28,6,0,28,6,44,10
"13320",2015,468024,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",0,0,NA,0,0,7,2
"13321",2015,468246,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",75,52,0,75,52,104,81
"13322",2015,468255,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",31,31,1,31,31,49,36
"13323",2015,468398,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",4,1,0,4,1,9,3
"13324",2015,468705,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",64,51,0,64,51,71,51
"13325",2015,468732,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",147,147,1,147,147,239,177
"13326",2015,468769,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",41,38,0,41,38,88,74
"13327",2015,468848,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",193,153,0,193,153,242,192
"13328",2015,468875,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",122,92,0,122,92,126,92
"13329",2015,468893,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",28,18,0,28,18,33,21
"13330",2015,468909,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",280,199,0,280,199,359,242
"13331",2015,468963,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",242,166,0,242,166,317,229
"13332",2015,469124,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",96,95,0,96,95,213,153
"13333",2015,469133,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",42,39,0,42,39,128,98
"13334",2015,469142,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",86,84,0,86,84,173,141
"13335",2015,469151,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",21,19,0,21,19,63,54
"13336",2015,469160,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",42,41,0,42,41,79,62
"13337",2015,469197,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",58,29,0,58,29,67,34
"13338",2015,469407,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",165,108,0,165,108,170,111
"13339",2015,469586,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",64,39,0,64,39,115,71
"13340",2015,469610,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",582,381,0,582,381,696,466
"13341",2015,469629,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",148,90,0,148,90,171,104
"13342",2015,469638,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",340,217,0,340,217,365,236
"13343",2015,469911,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",127,70,0,127,70,133,75
"13344",2015,469920,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",215,115,0,215,115,227,122
"13345",2015,469957,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",32,21,0,32,21,59,40
"13346",2015,469993,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",7,3,0,7,3,8,4
"13347",2015,470038,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",569,408,0,569,408,670,473
"13348",2015,470047,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",12,8,0,12,8,21,17
"13349",2015,470092,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",16,2,0,16,2,19,4
"13350",2015,470296,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",18,15,0,18,15,19,16
"13351",2015,470393,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",20,11,0,20,11,23,14
"13352",2015,474881,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",34,32,0,34,32,145,81
"13353",2015,474890,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",97,40,0,97,40,122,49
"13354",2015,474915,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",83,69,0,83,69,113,75
"13355",2015,474924,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",40,32,0,40,32,57,46
"13356",2015,474933,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",13,11,0,13,11,13,11
"13357",2015,474942,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",22,14,0,22,14,28,20
"13358",2015,474997,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",160,86,0,160,86,170,93
"13359",2015,475015,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",16,13,0,16,13,47,40
"13360",2015,475024,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",154,71,0,154,71,176,88
"13361",2015,475060,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",48,15,0,48,15,50,17
"13362",2015,475079,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",42,16,0,42,16,43,17
"13363",2015,475097,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",14,10,0,14,10,65,55
"13364",2015,475121,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",6650,145,0,6650,145,8638,187
"13365",2015,475130,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",12,5,0,12,5,14,5
"13366",2015,475185,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",0,0,NA,0,0,7,3
"13367",2015,475194,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",51,27,0,51,27,55,30
"13368",2015,475255,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",30,24,0,30,24,36,30
"13369",2015,475282,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",4,2,0,4,2,4,2
"13370",2015,475291,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",11,1,0,11,1,14,1
"13371",2015,475325,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",361,213,0,361,213,557,383
"13372",2015,475370,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",245,73,0,245,73,270,85
"13373",2015,475389,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",4,2,0,4,2,21,14
"13374",2015,475404,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",8,7,0,8,7,16,15
"13375",2015,475413,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",15,10,0,15,10,21,15
"13376",2015,475422,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",1,1,1,1,1,2,1
"13377",2015,475431,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",37,37,1,37,37,100,99
"13378",2015,475459,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",566,420,0,566,420,581,430
"13379",2015,475468,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",16,10,0,16,10,29,20
"13380",2015,475477,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",13,6,0,13,6,13,6
"13381",2015,475486,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",20,12,0,20,12,25,17
"13382",2015,475501,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",27,25,0,27,25,33,25
"13383",2015,475529,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",4,0,0,4,0,7,0
"13384",2015,475538,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",47,41,0,47,41,51,43
"13385",2015,475547,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",14,10,0,14,10,21,17
"13386",2015,475556,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",21,10,0,21,10,34,18
"13387",2015,475565,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",194,89,0,194,89,278,121
"13388",2015,475574,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",24,8,0,24,8,24,8
"13389",2015,475583,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",0,0,NA,0,0,11,1
"13390",2015,475608,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",0,0,NA,0,0,9,2
"13391",2015,475626,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",7,1,0,7,1,12,1
"13392",2015,475635,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",0,0,NA,0,0,1,1
"13393",2015,475644,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",23,21,0,23,21,23,21
"13394",2015,475653,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",3,1,0,3,1,4,1
"13395",2015,475662,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",30,22,0,30,22,32,24
"13396",2015,475705,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",5,4,0,5,4,6,4
"13397",2015,475714,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",0,0,NA,0,0,125,91
"13398",2015,475723,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",0,0,NA,0,0,64,26
"13399",2015,475750,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",105,74,0,105,74,147,108
"13400",2015,475839,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",4,3,0,4,3,16,6
"13401",2015,475866,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",164,79,0,164,79,174,82
"13402",2015,476063,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",130,69,0,130,69,179,101
"13403",2015,476179,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",119,41,0,119,41,141,50
"13404",2015,476230,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",57,46,0,57,46,66,53
"13405",2015,476294,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",38,18,0,38,18,52,28
"13406",2015,476337,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",3,3,1,3,3,8,5
"13407",2015,476346,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",52,51,0,52,51,79,61
"13408",2015,476470,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",129,71,0,129,71,185,74
"13409",2015,476489,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",39,27,0,39,27,39,27
"13410",2015,476498,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",119,103,0,119,103,120,103
"13411",2015,476513,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",9,7,0,9,7,13,10
"13412",2015,476522,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",48,47,0,48,47,53,48
"13413",2015,476531,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",22,20,0,22,20,35,20
"13414",2015,476540,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",87,36,0,87,36,98,47
"13415",2015,476559,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",71,42,0,71,42,93,55
"13416",2015,476586,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",20,20,1,20,20,41,39
"13417",2015,476595,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",60,50,0,60,50,65,53
"13418",2015,476601,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",5,0,0,5,0,20,0
"13419",2015,476610,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",41,30,0,41,30,67,51
"13420",2015,476629,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",25,17,0,25,17,36,27
"13421",2015,476674,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",25,16,0,25,16,41,31
"13422",2015,476683,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",15,12,0,15,12,32,26
"13423",2015,476708,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",24,16,0,24,16,32,20
"13424",2015,476717,NA,"Full-time",NA,NA,NA,NA,"Four or more years","Total","First-time","Pell grant",0,0,NA,0,0,68,33
"13425",2015,476726,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",37,10,0,37,10,169,135
"13426",2015,476744,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",2,2,1,2,2,4,4
"13427",2015,476753,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",33,24,0,33,24,43,34
"13428",2015,476771,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",12,8,0,12,8,12,8
"13429",2015,476780,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",9,9,1,9,9,173,166
"13430",2015,476805,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",13,8,0,13,8,18,13
"13431",2015,476823,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",9,5,0,9,5,16,12
"13432",2015,476841,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",37,26,0,37,26,59,41
"13433",2015,476850,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",28,20,0,28,20,36,28
"13434",2015,476869,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",117,84,0,117,84,131,95
"13435",2015,476878,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",20,20,1,20,20,40,38
"13436",2015,476887,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",41,27,0,41,27,59,38
"13437",2015,476896,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",56,16,0,56,16,63,21
"13438",2015,476902,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",12,12,1,12,12,14,13
"13439",2015,476911,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",19,15,0,19,15,22,17
"13440",2015,476948,NA,"Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Pell grant",156,59,0,156,59,199,88
